COD_STAZ,ID_PARAM,DATA_FINE,VALORE,VALIDAZIONE
9000021,7,01/01/2025 01:00,2,S
9000021,7,01/01/2025 02:00,2,S
9000021,7,01/01/2025 03:00,2,S
9000021,7,01/01/2025 04:00,1,S
9000021,7,01/01/2025 05:00,1,S
9000021,7,01/01/2025 06:00,1,S
9000021,7,01/01/2025 07:00,1,S
9000021,7,01/01/2025 08:00,1,S
9000021,7,01/01/2025 09:00,2,S
9000021,7,01/01/2025 10:00,8,S
9000021,7,01/01/2025 11:00,21,S
9000021,7,01/01/2025 12:00,35,S
9000021,7,01/01/2025 13:00,39,S
9000021,7,01/01/2025 14:00,28,S
9000021,7,01/01/2025 15:00,31,S
9000021,7,01/01/2025 16:00,20,S
9000021,7,01/01/2025 17:00,13,S
9000021,7,01/01/2025 18:00,13,S
9000021,7,01/01/2025 19:00,7,S
9000021,7,01/01/2025 20:00,1,S
9000021,7,01/01/2025 21:00,2,S
9000021,7,01/01/2025 22:00,3,S
9000021,7,01/01/2025 23:00,2,S
9000021,7,02/01/2025 00:00,3,S
9000021,7,02/01/2025 01:00,2,S
9000021,7,02/01/2025 02:00,2,S
9000021,7,02/01/2025 03:00,3,S
9000021,7,02/01/2025 04:00,2,S
9000021,7,02/01/2025 05:00,3,S
9000021,7,02/01/2025 06:00,3,S
9000021,7,02/01/2025 07:00,3,S
9000021,7,02/01/2025 08:00,1,S
9000021,7,02/01/2025 09:00,3,S
9000021,7,02/01/2025 10:00,4,S
9000021,7,02/01/2025 11:00,8,S
9000021,7,02/01/2025 12:00,16,S
9000021,7,02/01/2025 13:00,22,S
9000021,7,02/01/2025 14:00,49,S
9000021,7,02/01/2025 15:00,33,S
9000021,7,02/01/2025 16:00,16,S
9000021,7,02/01/2025 17:00,4,S
9000021,7,02/01/2025 18:00,4,S
9000021,7,02/01/2025 19:00,15,S
9000021,7,02/01/2025 20:00,33,S
9000021,7,02/01/2025 21:00,55,S
9000021,7,02/01/2025 22:00,65,S
9000021,7,02/01/2025 23:00,62,S
9000021,7,03/01/2025 00:00,19,S
9000021,7,03/01/2025 01:00,9,S
9000021,7,03/01/2025 02:00,18,S
9000021,7,03/01/2025 03:00,4,S
9000021,7,03/01/2025 04:00,4,S
9000021,7,03/01/2025 05:00,4,S
9000021,7,03/01/2025 06:00,6,S
9000021,7,03/01/2025 07:00,4,S
9000021,7,03/01/2025 08:00,2,S
9000021,7,03/01/2025 09:00,3,S
9000021,7,03/01/2025 10:00,4,S
9000021,7,03/01/2025 11:00,4,S
9000021,7,03/01/2025 12:00,3,S
