COD_STAZ,ID_PARAM,DATA_FINE,VALORE,VALIDAZIONE
10000074,7,01/01/2025 01:00,48,S
10000074,7,01/01/2025 02:00,49,S
10000074,7,01/01/2025 03:00,51,S
10000074,7,01/01/2025 04:00,52,S
10000074,7,01/01/2025 05:00,53,S
10000074,7,01/01/2025 06:00,53,S
10000074,7,01/01/2025 07:00,54,S
10000074,7,01/01/2025 08:00,56,S
10000074,7,01/01/2025 09:00,54,S
10000074,7,01/01/2025 10:00,54,S
10000074,7,01/01/2025 11:00,57,S
10000074,7,01/01/2025 12:00,56,S
10000074,7,01/01/2025 13:00,58,S
10000074,7,01/01/2025 14:00,57,S
10000074,7,01/01/2025 15:00,58,S
10000074,7,01/01/2025 16:00,61,S
10000074,7,01/01/2025 17:00,66,S
10000074,7,01/01/2025 18:00,61,S
10000074,7,01/01/2025 19:00,61,S
10000074,7,01/01/2025 20:00,64,S
10000074,7,01/01/2025 21:00,63,S
10000074,7,01/01/2025 22:00,64,S
10000074,7,01/01/2025 23:00,65,S
10000074,7,02/01/2025 00:00,63,S
10000074,7,02/01/2025 01:00,64,S
10000074,7,02/01/2025 02:00,64,S
10000074,7,02/01/2025 03:00,62,S
10000074,7,02/01/2025 04:00,64,S
10000074,7,02/01/2025 05:00,65,S
10000074,7,02/01/2025 06:00,66,S
10000074,7,02/01/2025 07:00,64,S
10000074,7,02/01/2025 08:00,61,S
10000074,7,02/01/2025 09:00,65,S
10000074,7,02/01/2025 10:00,71,S
10000074,7,02/01/2025 11:00,72,S
10000074,7,02/01/2025 12:00,74,S
10000074,7,02/01/2025 13:00,75,S
10000074,7,02/01/2025 14:00,73,S
10000074,7,02/01/2025 15:00,72,S
10000074,7,02/01/2025 16:00,68,S
10000074,7,02/01/2025 17:00,67,S
10000074,7,02/01/2025 18:00,69,S
10000074,7,02/01/2025 19:00,71,S
10000074,7,02/01/2025 20:00,70,S
10000074,7,02/01/2025 21:00,71,S
10000074,7,02/01/2025 22:00,71,S
10000074,7,02/01/2025 23:00,71,S
10000074,7,03/01/2025 00:00,72,S
10000074,7,03/01/2025 01:00,75,S
10000074,7,03/01/2025 02:00,74,S
10000074,7,03/01/2025 03:00,74,S
10000074,7,03/01/2025 04:00,73,S
10000074,7,03/01/2025 05:00,74,S
10000074,7,03/01/2025 06:00,76,S
10000074,7,03/01/2025 07:00,72,S
10000074,7,03/01/2025 08:00,71,S
10000074,7,03/01/2025 09:00,65,S
10000074,7,03/01/2025 10:00,38,S
10000074,7,03/01/2025 11:00,31,S
10000074,7,03/01/2025 12:00,25,S
10000074,7,03/01/2025 13:00,25,S
10000074,7,03/01/2025 14:00,21,S
10000074,7,03/01/2025 15:00,7,S
10000074,7,03/01/2025 16:00,8,S
10000074,7,03/01/2025 17:00,13,S
