COD_STAZ,ID_PARAM,DATA_FINE,VALORE,VALIDAZIONE
6000010,5,02/01/2025 00:00,46,S
6000010,5,04/01/2025 00:00,45,S
6000010,5,05/01/2025 00:00,13,S
6000010,5,06/01/2025 00:00,31,S
6000010,5,07/01/2025 00:00,61,S
6000010,5,08/01/2025 00:00,37,S
6000010,5,10/01/2025 00:00,11,S
6000010,5,11/01/2025 00:00,20,S
6000010,5,12/01/2025 00:00,15,S
6000010,5,13/01/2025 00:00,24,S
6000010,5,14/01/2025 00:00,28,S
6000010,5,15/01/2025 00:00,31,S
6000010,5,16/01/2025 00:00,34,S
6000010,5,17/01/2025 00:00,35,S
6000010,5,18/01/2025 00:00,28,S
6000010,5,19/01/2025 00:00,25,S
6000010,5,22/01/2025 00:00,30,S
6000010,5,23/01/2025 00:00,13,S
6000010,5,24/01/2025 00:00,17,S
6000010,5,25/01/2025 00:00,19,S
6000010,5,26/01/2025 00:00,24,S
6000010,5,27/01/2025 00:00,16,S
6000010,5,28/01/2025 00:00,13,S
6000010,5,29/01/2025 00:00,6,S
6000010,5,30/01/2025 00:00,15,S
6000010,5,31/01/2025 00:00,25,S
6000010,5,01/02/2025 00:00,40,S
6000010,5,02/02/2025 00:00,27,S
6000010,5,03/02/2025 00:00,24,S
6000010,5,04/02/2025 00:00,29,S
6000010,5,05/02/2025 00:00,28,S
6000010,5,06/02/2025 00:00,41,S
6000010,5,07/02/2025 00:00,43,S
6000010,5,08/02/2025 00:00,40,S
6000010,5,09/02/2025 00:00,39,S
6000010,5,12/02/2025 00:00,23,S
6000010,5,13/02/2025 00:00,23,S
6000010,5,15/02/2025 00:00,11,S
6000010,5,16/02/2025 00:00,20,S
6000010,5,17/02/2025 00:00,26,S
6000010,5,18/02/2025 00:00,30,S
6000010,5,19/02/2025 00:00,29,S
6000010,5,20/02/2025 00:00,27,S
6000010,5,21/02/2025 00:00,36,S
6000010,5,22/02/2025 00:00,44,S
6000010,5,23/02/2025 00:00,52,S
6000010,5,24/02/2025 00:00,79,S
6000010,5,25/02/2025 00:00,68,S
6000010,5,26/02/2025 00:00,26,S
6000010,5,27/02/2025 00:00,8,S
6000010,5,28/02/2025 00:00,8,S
6000010,5,01/03/2025 00:00,17,S
6000010,5,02/03/2025 00:00,19,S
6000010,5,03/03/2025 00:00,23,S
6000010,5,04/03/2025 00:00,21,S
6000010,5,05/03/2025 00:00,27,S
6000010,5,06/03/2025 00:00,31,S
6000010,5,07/03/2025 00:00,30,S
6000010,5,08/03/2025 00:00,30,S
6000010,5,09/03/2025 00:00,24,S
6000010,5,11/03/2025 00:00,16,S
6000010,5,12/03/2025 00:00,15,S
6000010,5,13/03/2025 00:00,7,S
6000010,5,14/03/2025 00:00,9,S
6000010,5,15/03/2025 00:00,7,S
6000010,5,16/03/2025 00:00,14,S
6000010,5,17/03/2025 00:00,14,S
6000010,5,19/03/2025 00:00,27,S
6000010,5,20/03/2025 00:00,30,S
6000010,5,21/03/2025 00:00,32,S
6000010,5,22/03/2025 00:00,34,S
6000010,5,25/03/2025 00:00,9,S
6000010,5,26/03/2025 00:00,9,S
6000010,5,27/03/2025 00:00,14,S
6000010,5,28/03/2025 00:00,14,S
6000010,5,29/03/2025 00:00,12,S
6000010,5,30/03/2025 00:00,7,S
6000010,5,31/03/2025 00:00,8,S
6000010,5,01/04/2025 00:00,9,S
6000010,5,02/04/2025 00:00,17,S
6000010,5,03/04/2025 00:00,20,S
6000010,5,04/04/2025 00:00,20,S
6000010,5,05/04/2025 00:00,17,S
6000010,5,06/04/2025 00:00,12,S
6000010,5,07/04/2025 00:00,20,S
6000010,5,08/04/2025 00:00,19,S
6000010,5,09/04/2025 00:00,23,S
6000010,5,10/04/2025 00:00,23,S
6000010,5,11/04/2025 00:00,21,S
6000010,5,12/04/2025 00:00,10,S
6000010,5,13/04/2025 00:00,11,S
6000010,5,14/04/2025 00:00,4,S
6000010,5,15/04/2025 00:00,9,S
6000010,5,16/04/2025 00:00,7,S
6000010,5,17/04/2025 00:00,22,S
6000010,5,18/04/2025 00:00,12,S
6000010,5,19/04/2025 00:00,12,S
6000010,5,20/04/2025 00:00,10,S
6000010,5,21/04/2025 00:00,12,S
6000010,5,22/04/2025 00:00,12,S
6000010,5,23/04/2025 00:00,17,S
6000010,5,24/04/2025 00:00,17,S
6000010,5,25/04/2025 00:00,10,S
6000010,5,26/04/2025 00:00,5,S
6000010,5,27/04/2025 00:00,7,S
6000010,5,28/04/2025 00:00,11,S
6000010,5,29/04/2025 00:00,24,S
6000010,5,30/04/2025 00:00,26,S
6000010,5,01/05/2025 00:00,22,S
6000010,5,02/05/2025 00:00,13,S
6000010,5,03/05/2025 00:00,20,S
6000010,5,04/05/2025 00:00,12,S
6000010,5,05/05/2025 00:00,8,S
6000010,5,06/05/2025 00:00,11,S
6000010,5,07/05/2025 00:00,9,S
6000010,5,08/05/2025 00:00,8,S
6000010,5,09/05/2025 00:00,12,S
6000010,5,10/05/2025 00:00,12,S
6000010,5,11/05/2025 00:00,11,S
6000010,5,12/05/2025 00:00,8,S
6000010,5,13/05/2025 00:00,12,S
6000010,5,14/05/2025 00:00,11,S
6000010,5,15/05/2025 00:00,10,S
6000010,5,16/05/2025 00:00,13,S
6000010,5,17/05/2025 00:00,9,S
6000010,5,18/05/2025 00:00,8,S
6000010,5,19/05/2025 00:00,9,S
6000010,5,21/05/2025 00:00,14,S
6000010,5,22/05/2025 00:00,8,S
6000010,5,23/05/2025 00:00,7,S
6000010,5,24/05/2025 00:00,18,S
6000010,5,25/05/2025 00:00,8,S
6000010,5,26/05/2025 00:00,11,S
6000010,5,27/05/2025 00:00,18,S
6000010,5,28/05/2025 00:00,15,S
6000010,5,29/05/2025 00:00,11,S
6000010,5,30/05/2025 00:00,16,S
6000010,5,31/05/2025 00:00,11,S
