COD_STAZ,ID_PARAM,DATA_FINE,VALORE,VALIDAZIONE
10000002,38,01/01/2025 01:00,42,S
10000002,38,01/01/2025 02:00,51,S
10000002,38,01/01/2025 03:00,64,S
10000002,38,01/01/2025 05:00,81,S
10000002,38,01/01/2025 06:00,83,S
10000002,38,01/01/2025 07:00,86,S
10000002,38,01/01/2025 08:00,71,S
10000002,38,01/01/2025 09:00,50,S
10000002,38,01/01/2025 10:00,38,S
10000002,38,01/01/2025 11:00,14,S
10000002,38,01/01/2025 12:00,3,S
10000002,38,01/01/2025 13:00,3,S
10000002,38,01/01/2025 14:00,2,S
10000002,38,01/01/2025 15:00,1,S
10000002,38,01/01/2025 16:00,1,S
10000002,38,01/01/2025 17:00,1,S
10000002,38,01/01/2025 18:00,2,S
10000002,38,01/01/2025 19:00,8,S
10000002,38,01/01/2025 20:00,34,S
10000002,38,01/01/2025 21:00,52,S
10000002,38,01/01/2025 22:00,70,S
10000002,38,01/01/2025 23:00,62,S
10000002,38,02/01/2025 00:00,41,S
10000002,38,02/01/2025 01:00,34,S
10000002,38,02/01/2025 02:00,34,S
10000002,38,02/01/2025 04:00,22,S
10000002,38,02/01/2025 05:00,17,S
10000002,38,02/01/2025 06:00,29,S
10000002,38,02/01/2025 07:00,46,S
10000002,38,02/01/2025 08:00,70,S
10000002,38,02/01/2025 09:00,113,S
10000002,38,02/01/2025 10:00,132,S
10000002,38,02/01/2025 11:00,24,S
10000002,38,02/01/2025 12:00,1,S
10000002,38,02/01/2025 13:00,0,S
10000002,38,02/01/2025 14:00,0,S
10000002,38,02/01/2025 15:00,0,S
10000002,38,02/01/2025 16:00,1,S
10000002,38,02/01/2025 17:00,1,S
10000002,38,02/01/2025 18:00,1,S
10000002,38,02/01/2025 19:00,1,S
10000002,38,02/01/2025 20:00,0,S
10000002,38,02/01/2025 21:00,0,S
10000002,38,02/01/2025 22:00,0,S
10000002,38,02/01/2025 23:00,0,S
10000002,38,03/01/2025 00:00,0,S
10000002,38,03/01/2025 01:00,0,S
10000002,38,03/01/2025 02:00,0,S
10000002,38,03/01/2025 03:00,0,S
10000002,38,03/01/2025 04:00,0,S
10000002,38,03/01/2025 05:00,0,S
10000002,38,03/01/2025 06:00,0,S
10000002,38,03/01/2025 07:00,0,S
10000002,38,03/01/2025 08:00,0,S
10000002,38,03/01/2025 09:00,2,S
10000002,38,03/01/2025 10:00,4,S
10000002,38,03/01/2025 11:00,4,S
10000002,38,03/01/2025 12:00,6,S
10000002,38,03/01/2025 13:00,11,S
10000002,38,03/01/2025 14:00,12,S
10000002,38,03/01/2025 15:00,16,S
10000002,38,03/01/2025 16:00,17,S
10000002,38,03/01/2025 17:00,15,S
10000002,38,03/01/2025 18:00,25,S
10000002,38,03/01/2025 19:00,31,S
10000002,38,03/01/2025 20:00,30,S
10000002,38,03/01/2025 21:00,49,S
10000002,38,03/01/2025 22:00,43,S
10000002,38,03/01/2025 23:00,26,S
10000002,38,04/01/2025 00:00,23,S
10000002,38,04/01/2025 01:00,32,S
10000002,38,04/01/2025 02:00,37,S
10000002,38,04/01/2025 03:00,38,S
10000002,38,04/01/2025 04:00,40,S
10000002,38,04/01/2025 05:00,38,S
10000002,38,04/01/2025 07:00,27,S
10000002,38,04/01/2025 08:00,35,S
10000002,38,04/01/2025 09:00,23,S
10000002,38,04/01/2025 10:00,24,S
