COD_STAZ,ID_PARAM,DATA_INIZIO,DATA_FINE,VALORE,UM
7000042,111,01/08/2011 00,02/08/2011 00,6,ug/m3
7000042,111,02/08/2011 00,03/08/2011 00,6,ug/m3
7000042,111,03/08/2011 00,04/08/2011 00,5,ug/m3
7000042,111,04/08/2011 00,05/08/2011 00,7,ug/m3
7000042,111,05/08/2011 00,06/08/2011 00,9,ug/m3
7000042,111,06/08/2011 00,07/08/2011 00,6,ug/m3
7000042,111,07/08/2011 00,08/08/2011 00,8,ug/m3
7000042,111,08/08/2011 00,09/08/2011 00,5,ug/m3
7000042,111,09/08/2011 00,10/08/2011 00,5,ug/m3
7000042,111,10/08/2011 00,11/08/2011 00,3,ug/m3
7000042,111,11/08/2011 00,12/08/2011 00,5,ug/m3
7000042,111,12/08/2011 00,13/08/2011 00,5,ug/m3
7000042,111,13/08/2011 00,14/08/2011 00,7,ug/m3
7000042,111,14/08/2011 00,15/08/2011 00,5,ug/m3
7000042,111,15/08/2011 00,16/08/2011 00,8,ug/m3
7000042,111,16/08/2011 00,17/08/2011 00,10,ug/m3
7000042,111,17/08/2011 00,18/08/2011 00,6,ug/m3
7000042,111,18/08/2011 00,19/08/2011 00,8,ug/m3
7000042,111,19/08/2011 00,20/08/2011 00,9,ug/m3
7000042,111,20/08/2011 00,21/08/2011 00,10,ug/m3
7000042,111,21/08/2011 00,22/08/2011 00,11,ug/m3
7000042,111,22/08/2011 00,23/08/2011 00,8,ug/m3
7000042,111,23/08/2011 00,24/08/2011 00,8,ug/m3
7000042,111,24/08/2011 00,25/08/2011 00,8,ug/m3
7000042,111,25/08/2011 00,26/08/2011 00,11,ug/m3
7000042,111,26/08/2011 00,27/08/2011 00,10,ug/m3
7000042,111,27/08/2011 00,28/08/2011 00,5,ug/m3
7000042,111,28/08/2011 00,29/08/2011 00,4,ug/m3
7000042,111,29/08/2011 00,30/08/2011 00,5,ug/m3
7000042,111,30/08/2011 00,31/08/2011 00,6,ug/m3
7000042,111,31/08/2011 00,01/09/2011 00,6,ug/m3
7000042,111,01/09/2011 00,02/09/2011 00,5,ug/m3
7000042,111,02/09/2011 00,03/09/2011 00,7,ug/m3
7000042,111,03/09/2011 00,04/09/2011 00,11,ug/m3
7000042,111,04/09/2011 00,05/09/2011 00,6,ug/m3
7000042,111,05/09/2011 00,06/09/2011 00,2,ug/m3
7000042,111,07/09/2011 00,08/09/2011 00,3,ug/m3
7000042,111,08/09/2011 00,09/09/2011 00,5,ug/m3
7000042,111,09/09/2011 00,10/09/2011 00,5,ug/m3
7000042,111,10/09/2011 00,11/09/2011 00,4,ug/m3
7000042,111,11/09/2011 00,12/09/2011 00,6,ug/m3
7000042,111,12/09/2011 00,13/09/2011 00,7,ug/m3
7000042,111,13/09/2011 00,14/09/2011 00,11,ug/m3
7000042,111,14/09/2011 00,15/09/2011 00,6,ug/m3
7000042,111,15/09/2011 00,16/09/2011 00,6,ug/m3
7000042,111,16/09/2011 00,17/09/2011 00,7,ug/m3
7000042,111,17/09/2011 00,18/09/2011 00,5,ug/m3
7000042,111,18/09/2011 00,19/09/2011 00,2,ug/m3
7000042,111,19/09/2011 00,20/09/2011 00,0,ug/m3
7000042,111,20/09/2011 00,21/09/2011 00,2,ug/m3
7000042,111,21/09/2011 00,22/09/2011 00,5,ug/m3
7000042,111,22/09/2011 00,23/09/2011 00,10,ug/m3
7000042,111,23/09/2011 00,24/09/2011 00,15,ug/m3
7000042,111,24/09/2011 00,25/09/2011 00,13,ug/m3
7000042,111,25/09/2011 00,26/09/2011 00,12,ug/m3
7000042,111,26/09/2011 00,27/09/2011 00,13,ug/m3
7000042,111,27/09/2011 00,28/09/2011 00,14,ug/m3
7000042,111,28/09/2011 00,29/09/2011 00,23,ug/m3
7000042,111,29/09/2011 00,30/09/2011 00,15,ug/m3
7000042,111,30/09/2011 00,01/10/2011 00,5,ug/m3
7000042,111,01/10/2011 00,02/10/2011 00,6,ug/m3
7000042,111,02/10/2011 00,03/10/2011 00,7,ug/m3
7000042,111,03/10/2011 00,04/10/2011 00,5,ug/m3
7000042,111,04/10/2011 00,05/10/2011 00,6,ug/m3
7000042,111,05/10/2011 00,06/10/2011 00,9,ug/m3
7000042,111,06/10/2011 00,07/10/2011 00,4,ug/m3
7000042,111,07/10/2011 00,08/10/2011 00,2,ug/m3
7000042,111,08/10/2011 00,09/10/2011 00,0,ug/m3
7000042,111,09/10/2011 00,10/10/2011 00,4,ug/m3
7000042,111,10/10/2011 00,11/10/2011 00,6,ug/m3
7000042,111,11/10/2011 00,12/10/2011 00,6,ug/m3
7000042,111,12/10/2011 00,13/10/2011 00,3,ug/m3
7000042,111,13/10/2011 00,14/10/2011 00,13,ug/m3
7000042,111,14/10/2011 00,15/10/2011 00,2,ug/m3
7000042,111,15/10/2011 00,16/10/2011 00,5,ug/m3
7000042,111,16/10/2011 00,17/10/2011 00,9,ug/m3
7000042,111,17/10/2011 00,18/10/2011 00,9,ug/m3
7000042,111,18/10/2011 00,19/10/2011 00,9,ug/m3
7000042,111,19/10/2011 00,20/10/2011 00,4,ug/m3
7000042,111,20/10/2011 00,21/10/2011 00,1,ug/m3
7000042,111,21/10/2011 00,22/10/2011 00,2,ug/m3
7000042,111,22/10/2011 00,23/10/2011 00,6,ug/m3
7000042,111,23/10/2011 00,24/10/2011 00,11,ug/m3
7000042,111,24/10/2011 00,25/10/2011 00,6,ug/m3
7000042,111,25/10/2011 00,26/10/2011 00,0,ug/m3
7000042,111,26/10/2011 00,27/10/2011 00,0,ug/m3
7000042,111,27/10/2011 00,28/10/2011 00,2,ug/m3
7000042,111,28/10/2011 00,29/10/2011 00,5,ug/m3
7000042,111,29/10/2011 00,30/10/2011 00,9,ug/m3
7000042,111,30/10/2011 00,31/10/2011 00,15,ug/m3
7000042,111,31/10/2011 00,01/11/2011 00,16,ug/m3
7000042,111,01/11/2011 00,02/11/2011 00,14,ug/m3
7000042,111,02/11/2011 00,03/11/2011 00,5,ug/m3
7000042,111,03/11/2011 00,04/11/2011 00,6,ug/m3
7000042,111,04/11/2011 00,05/11/2011 00,4,ug/m3
7000042,111,05/11/2011 00,06/11/2011 00,3,ug/m3
7000042,111,06/11/2011 00,07/11/2011 00,0,ug/m3
7000042,111,07/11/2011 00,08/11/2011 00,1,ug/m3
7000042,111,08/11/2011 00,09/11/2011 00,4,ug/m3
7000042,111,09/11/2011 00,10/11/2011 00,5,ug/m3
7000042,111,10/11/2011 00,11/11/2011 00,5,ug/m3
7000042,111,11/11/2011 00,12/11/2011 00,10,ug/m3
7000042,111,12/11/2011 00,13/11/2011 00,13,ug/m3
7000042,111,13/11/2011 00,14/11/2011 00,15,ug/m3
7000042,111,14/11/2011 00,15/11/2011 00,5,ug/m3
7000042,111,15/11/2011 00,16/11/2011 00,4,ug/m3
7000042,111,16/11/2011 00,17/11/2011 00,6,ug/m3
7000042,111,17/11/2011 00,18/11/2011 00,6,ug/m3
7000042,111,18/11/2011 00,19/11/2011 00,5,ug/m3
7000042,111,19/11/2011 00,20/11/2011 00,8,ug/m3
7000042,111,20/11/2011 00,21/11/2011 00,6,ug/m3
7000042,111,21/11/2011 00,22/11/2011 00,7,ug/m3
7000042,111,22/11/2011 00,23/11/2011 00,9,ug/m3
7000042,111,23/11/2011 00,24/11/2011 00,2,ug/m3
7000042,111,24/11/2011 00,25/11/2011 00,12,ug/m3
7000042,111,25/11/2011 00,26/11/2011 00,7,ug/m3
7000042,111,26/11/2011 00,27/11/2011 00,4,ug/m3
7000042,111,27/11/2011 00,28/11/2011 00,4,ug/m3
7000042,111,28/11/2011 00,29/11/2011 00,10,ug/m3
7000042,111,29/11/2011 00,30/11/2011 00,11,ug/m3
7000042,111,30/11/2011 00,01/12/2011 00,9,ug/m3
7000042,111,01/12/2011 00,02/12/2011 00,7,ug/m3
7000042,111,02/12/2011 00,03/12/2011 00,1,ug/m3
7000042,111,03/12/2011 00,04/12/2011 00,1,ug/m3
7000042,111,04/12/2011 00,05/12/2011 00,0,ug/m3
7000042,111,05/12/2011 00,06/12/2011 00,0,ug/m3
7000042,111,06/12/2011 00,07/12/2011 00,4,ug/m3
7000042,111,07/12/2011 00,08/12/2011 00,4,ug/m3
7000042,111,08/12/2011 00,09/12/2011 00,6,ug/m3
7000042,111,09/12/2011 00,10/12/2011 00,5,ug/m3
7000042,111,10/12/2011 00,11/12/2011 00,4,ug/m3
