COD_STAZ,ID_PARAM,DATA_INIZIO,DATA_FINE,VALORE,UM
6000011,20,01/01/2010 00,01/01/2010 01,2.41,ug/m3
6000011,20,01/01/2010 01,01/01/2010 02,2.67,ug/m3
6000011,20,01/01/2010 02,01/01/2010 03,2.7,ug/m3
6000011,20,01/01/2010 03,01/01/2010 04,2.73,ug/m3
6000011,20,01/01/2010 04,01/01/2010 05,2.44,ug/m3
6000011,20,01/01/2010 05,01/01/2010 06,2.63,ug/m3
6000011,20,01/01/2010 06,01/01/2010 07,2.57,ug/m3
6000011,20,01/01/2010 07,01/01/2010 08,2.6,ug/m3
6000011,20,01/01/2010 08,01/01/2010 09,2.54,ug/m3
6000011,20,01/01/2010 09,01/01/2010 10,2.6,ug/m3
6000011,20,01/01/2010 10,01/01/2010 11,3.8,ug/m3
6000011,20,01/01/2010 11,01/01/2010 12,3.22,ug/m3
6000011,20,01/01/2010 12,01/01/2010 13,3.32,ug/m3
6000011,20,01/01/2010 13,01/01/2010 14,3.51,ug/m3
6000011,20,01/01/2010 14,01/01/2010 15,2.76,ug/m3
6000011,20,01/01/2010 15,01/01/2010 16,2.8,ug/m3
6000011,20,01/01/2010 16,01/01/2010 17,2.89,ug/m3
6000011,20,01/01/2010 17,01/01/2010 18,2.54,ug/m3
6000011,20,01/01/2010 18,01/01/2010 19,2.89,ug/m3
6000011,20,01/01/2010 19,01/01/2010 20,3.41,ug/m3
6000011,20,01/01/2010 20,01/01/2010 21,5.04,ug/m3
6000011,20,01/01/2010 21,01/01/2010 22,3.71,ug/m3
6000011,20,01/01/2010 22,01/01/2010 23,3.48,ug/m3
6000011,20,01/01/2010 23,02/01/2010 00,4.26,ug/m3
6000011,20,02/01/2010 00,02/01/2010 01,2.93,ug/m3
6000011,20,02/01/2010 01,02/01/2010 02,2.5,ug/m3
6000011,20,02/01/2010 02,02/01/2010 03,1.95,ug/m3
6000011,20,02/01/2010 03,02/01/2010 04,1.63,ug/m3
6000011,20,02/01/2010 04,02/01/2010 05,1.79,ug/m3
6000011,20,02/01/2010 05,02/01/2010 06,1.76,ug/m3
6000011,20,02/01/2010 06,02/01/2010 07,2.8,ug/m3
6000011,20,02/01/2010 07,02/01/2010 08,1.69,ug/m3
6000011,20,02/01/2010 08,02/01/2010 09,2.24,ug/m3
6000011,20,02/01/2010 09,02/01/2010 10,3.09,ug/m3
6000011,20,02/01/2010 10,02/01/2010 11,4.52,ug/m3
6000011,20,02/01/2010 11,02/01/2010 12,2.47,ug/m3
6000011,20,02/01/2010 12,02/01/2010 13,2.47,ug/m3
6000011,20,02/01/2010 13,02/01/2010 14,2.41,ug/m3
