COD_STAZ,ID_PARAM,DATA_INIZIO,DATA_FINE,VALORE,UM
4000155,111,19/11/2013 00,20/11/2013 00,19,ug/m3
4000155,111,20/11/2013 00,21/11/2013 00,13,ug/m3
4000155,111,21/11/2013 00,22/11/2013 00,5,ug/m3
4000155,111,22/11/2013 00,23/11/2013 00,11,ug/m3
4000155,111,23/11/2013 00,24/11/2013 00,12,ug/m3
4000155,111,24/11/2013 00,25/11/2013 00,14,ug/m3
4000155,111,25/11/2013 00,26/11/2013 00,11,ug/m3
4000155,111,26/11/2013 00,27/11/2013 00,19,ug/m3
4000155,111,27/11/2013 00,28/11/2013 00,20,ug/m3
4000155,111,28/11/2013 00,29/11/2013 00,26,ug/m3
4000155,111,29/11/2013 00,30/11/2013 00,24,ug/m3
4000155,111,30/11/2013 00,01/12/2013 00,40,ug/m3
4000155,111,01/12/2013 00,02/12/2013 00,29,ug/m3
4000155,111,02/12/2013 00,03/12/2013 00,19,ug/m3
4000155,111,03/12/2013 00,04/12/2013 00,16,ug/m3
4000155,111,04/12/2013 00,05/12/2013 00,18,ug/m3
4000155,111,05/12/2013 00,06/12/2013 00,20,ug/m3
4000155,111,06/12/2013 00,07/12/2013 00,35,ug/m3
4000155,111,07/12/2013 00,08/12/2013 00,29,ug/m3
4000155,111,08/12/2013 00,09/12/2013 00,32,ug/m3
4000155,111,09/12/2013 00,10/12/2013 00,39,ug/m3
4000155,111,10/12/2013 00,11/12/2013 00,37,ug/m3
4000155,111,11/12/2013 00,12/12/2013 00,41,ug/m3
4000155,111,12/12/2013 00,13/12/2013 00,40,ug/m3
4000155,111,13/12/2013 00,14/12/2013 00,21,ug/m3
4000155,111,14/12/2013 00,15/12/2013 00,25,ug/m3
4000155,111,15/12/2013 00,16/12/2013 00,44,ug/m3
4000155,111,16/12/2013 00,17/12/2013 00,22,ug/m3
4000155,111,17/12/2013 00,18/12/2013 00,20,ug/m3
4000155,111,18/12/2013 00,19/12/2013 00,22,ug/m3
4000155,111,19/12/2013 00,20/12/2013 00,37,ug/m3
4000155,111,20/12/2013 00,21/12/2013 00,62,ug/m3
4000155,111,21/12/2013 00,22/12/2013 00,38,ug/m3
4000155,111,22/12/2013 00,23/12/2013 00,33,ug/m3
4000155,111,23/12/2013 00,24/12/2013 00,23,ug/m3
4000155,111,24/12/2013 00,25/12/2013 00,9,ug/m3
4000155,111,25/12/2013 00,26/12/2013 00,1,ug/m3
4000155,111,26/12/2013 00,27/12/2013 00,1,ug/m3
4000155,111,27/12/2013 00,28/12/2013 00,8,ug/m3
4000155,111,28/12/2013 00,29/12/2013 00,16,ug/m3
4000155,111,29/12/2013 00,30/12/2013 00,25,ug/m3
4000155,111,30/12/2013 00,31/12/2013 00,19,ug/m3
4000155,111,31/12/2013 00,01/01/2014 00,17,ug/m3
