COD_STAZ,ID_PARAM,DATA_INIZIO,DATA_FINE,VALORE,UM
9000021,111,20/12/2013 00,21/12/2013 00,66,ug/m3
9000021,111,21/12/2013 00,22/12/2013 00,44,ug/m3
9000021,111,22/12/2013 00,23/12/2013 00,24,ug/m3
9000021,111,23/12/2013 00,24/12/2013 00,36,ug/m3
9000021,111,24/12/2013 00,25/12/2013 00,14,ug/m3
9000021,111,25/12/2013 00,26/12/2013 00,13,ug/m3
9000021,111,26/12/2013 00,27/12/2013 00,8,ug/m3
9000021,111,27/12/2013 00,28/12/2013 00,16,ug/m3
9000021,111,28/12/2013 00,29/12/2013 00,27,ug/m3
9000021,111,29/12/2013 00,30/12/2013 00,24,ug/m3
9000021,111,30/12/2013 00,31/12/2013 00,22,ug/m3
9000021,111,31/12/2013 00,01/01/2014 00,25,ug/m3
