COD_STAZ,ID_PARAM,DATA_INIZIO,DATA_FINE,VALORE,UM
8000007,7,01/01/2022 00,01/01/2022 01,4,ug/m3
8000007,7,01/01/2022 01,01/01/2022 02,3,ug/m3
8000007,7,01/01/2022 02,01/01/2022 03,4,ug/m3
8000007,7,01/01/2022 03,01/01/2022 04,4,ug/m3
8000007,7,01/01/2022 04,01/01/2022 05,4,ug/m3
8000007,7,01/01/2022 05,01/01/2022 06,4,ug/m3
8000007,7,01/01/2022 06,01/01/2022 07,4,ug/m3
8000007,7,01/01/2022 07,01/01/2022 08,4,ug/m3
8000007,7,01/01/2022 08,01/01/2022 09,9,ug/m3
8000007,7,01/01/2022 09,01/01/2022 10,11,ug/m3
8000007,7,01/01/2022 10,01/01/2022 11,12,ug/m3
8000007,7,01/01/2022 11,01/01/2022 12,13,ug/m3
8000007,7,01/01/2022 12,01/01/2022 13,14,ug/m3
8000007,7,01/01/2022 13,01/01/2022 14,14,ug/m3
8000007,7,01/01/2022 14,01/01/2022 15,14,ug/m3
8000007,7,01/01/2022 15,01/01/2022 16,15,ug/m3
8000007,7,01/01/2022 16,01/01/2022 17,10,ug/m3
8000007,7,01/01/2022 17,01/01/2022 18,6,ug/m3
8000007,7,01/01/2022 18,01/01/2022 19,5,ug/m3
8000007,7,01/01/2022 19,01/01/2022 20,5,ug/m3
8000007,7,01/01/2022 20,01/01/2022 21,5,ug/m3
8000007,7,01/01/2022 21,01/01/2022 22,4,ug/m3
8000007,7,01/01/2022 22,01/01/2022 23,4,ug/m3
8000007,7,01/01/2022 23,02/01/2022 00,3,ug/m3
8000007,7,02/01/2022 00,02/01/2022 01,3,ug/m3
8000007,7,02/01/2022 01,02/01/2022 02,3,ug/m3
8000007,7,02/01/2022 02,02/01/2022 03,3,ug/m3
8000007,7,02/01/2022 03,02/01/2022 04,4,ug/m3
8000007,7,02/01/2022 04,02/01/2022 05,6,ug/m3
8000007,7,02/01/2022 05,02/01/2022 06,6,ug/m3
8000007,7,02/01/2022 06,02/01/2022 07,4,ug/m3
8000007,7,02/01/2022 07,02/01/2022 08,6,ug/m3
8000007,7,02/01/2022 08,02/01/2022 09,10,ug/m3
8000007,7,02/01/2022 09,02/01/2022 10,11,ug/m3
8000007,7,02/01/2022 10,02/01/2022 11,12,ug/m3
8000007,7,02/01/2022 11,02/01/2022 12,15,ug/m3
8000007,7,02/01/2022 12,02/01/2022 13,16,ug/m3
8000007,7,02/01/2022 13,02/01/2022 14,19,ug/m3
8000007,7,02/01/2022 14,02/01/2022 15,21,ug/m3
8000007,7,02/01/2022 15,02/01/2022 16,20,ug/m3
8000007,7,02/01/2022 16,02/01/2022 17,19,ug/m3
8000007,7,02/01/2022 17,02/01/2022 18,14,ug/m3
8000007,7,02/01/2022 18,02/01/2022 19,11,ug/m3
8000007,7,02/01/2022 19,02/01/2022 20,6,ug/m3
8000007,7,02/01/2022 20,02/01/2022 21,5,ug/m3
8000007,7,02/01/2022 21,02/01/2022 22,4,ug/m3
8000007,7,02/01/2022 22,02/01/2022 23,4,ug/m3
8000007,7,02/01/2022 23,03/01/2022 00,4,ug/m3
8000007,7,03/01/2022 00,03/01/2022 01,4,ug/m3
8000007,7,03/01/2022 01,03/01/2022 02,3,ug/m3
8000007,7,03/01/2022 02,03/01/2022 03,4,ug/m3
8000007,7,03/01/2022 03,03/01/2022 04,4,ug/m3
8000007,7,03/01/2022 04,03/01/2022 05,4,ug/m3
8000007,7,03/01/2022 05,03/01/2022 06,3,ug/m3
8000007,7,03/01/2022 06,03/01/2022 07,4,ug/m3
8000007,7,03/01/2022 07,03/01/2022 08,4,ug/m3
8000007,7,03/01/2022 08,03/01/2022 09,6,ug/m3
8000007,7,03/01/2022 09,03/01/2022 10,15,ug/m3
8000007,7,03/01/2022 10,03/01/2022 11,17,ug/m3
8000007,7,03/01/2022 11,03/01/2022 12,19,ug/m3
8000007,7,03/01/2022 12,03/01/2022 13,18,ug/m3
8000007,7,03/01/2022 13,03/01/2022 14,19,ug/m3
8000007,7,03/01/2022 14,03/01/2022 15,17,ug/m3
8000007,7,03/01/2022 15,03/01/2022 16,17,ug/m3
8000007,7,03/01/2022 16,03/01/2022 17,20,ug/m3
8000007,7,03/01/2022 17,03/01/2022 18,16,ug/m3
8000007,7,03/01/2022 18,03/01/2022 19,11,ug/m3
8000007,7,03/01/2022 19,03/01/2022 20,8,ug/m3
8000007,7,03/01/2022 20,03/01/2022 21,7,ug/m3
8000007,7,03/01/2022 21,03/01/2022 22,5,ug/m3
8000007,7,03/01/2022 22,03/01/2022 23,5,ug/m3
8000007,7,03/01/2022 23,04/01/2022 00,5,ug/m3
8000007,7,04/01/2022 00,04/01/2022 01,3,ug/m3
8000007,7,04/01/2022 01,04/01/2022 02,4,ug/m3
8000007,7,04/01/2022 02,04/01/2022 03,4,ug/m3
8000007,7,04/01/2022 03,04/01/2022 04,4,ug/m3
8000007,7,04/01/2022 04,04/01/2022 05,4,ug/m3
8000007,7,04/01/2022 05,04/01/2022 06,4,ug/m3
8000007,7,04/01/2022 06,04/01/2022 07,4,ug/m3
8000007,7,04/01/2022 07,04/01/2022 08,4,ug/m3
8000007,7,04/01/2022 08,04/01/2022 09,6,ug/m3
8000007,7,04/01/2022 09,04/01/2022 10,9,ug/m3
8000007,7,04/01/2022 10,04/01/2022 11,11,ug/m3
8000007,7,04/01/2022 11,04/01/2022 12,10,ug/m3
8000007,7,04/01/2022 12,04/01/2022 13,12,ug/m3
8000007,7,04/01/2022 13,04/01/2022 14,14,ug/m3
8000007,7,04/01/2022 14,04/01/2022 15,13,ug/m3
8000007,7,04/01/2022 15,04/01/2022 16,10,ug/m3
8000007,7,04/01/2022 16,04/01/2022 17,5,ug/m3
8000007,7,04/01/2022 17,04/01/2022 18,3,ug/m3
8000007,7,04/01/2022 18,04/01/2022 19,4,ug/m3
8000007,7,04/01/2022 19,04/01/2022 20,4,ug/m3
8000007,7,04/01/2022 20,04/01/2022 21,5,ug/m3
8000007,7,04/01/2022 21,04/01/2022 22,5,ug/m3
8000007,7,04/01/2022 22,04/01/2022 23,6,ug/m3
8000007,7,04/01/2022 23,05/01/2022 00,6,ug/m3
8000007,7,05/01/2022 00,05/01/2022 01,4,ug/m3
8000007,7,05/01/2022 01,05/01/2022 02,5,ug/m3
8000007,7,05/01/2022 02,05/01/2022 03,6,ug/m3
8000007,7,05/01/2022 03,05/01/2022 04,6,ug/m3
8000007,7,05/01/2022 04,05/01/2022 05,4,ug/m3
8000007,7,05/01/2022 05,05/01/2022 06,5,ug/m3
8000007,7,05/01/2022 06,05/01/2022 07,5,ug/m3
8000007,7,05/01/2022 07,05/01/2022 08,5,ug/m3
8000007,7,05/01/2022 08,05/01/2022 09,16,ug/m3
8000007,7,05/01/2022 09,05/01/2022 10,33,ug/m3
8000007,7,05/01/2022 10,05/01/2022 11,45,ug/m3
8000007,7,05/01/2022 11,05/01/2022 12,56,ug/m3
8000007,7,05/01/2022 12,05/01/2022 13,62,ug/m3
8000007,7,05/01/2022 13,05/01/2022 14,68,ug/m3
8000007,7,05/01/2022 14,05/01/2022 15,34,ug/m3
8000007,7,05/01/2022 15,05/01/2022 16,26,ug/m3
8000007,7,05/01/2022 16,05/01/2022 17,19,ug/m3
8000007,7,05/01/2022 17,05/01/2022 18,20,ug/m3
8000007,7,05/01/2022 18,05/01/2022 19,9,ug/m3
8000007,7,05/01/2022 19,05/01/2022 20,23,ug/m3
8000007,7,05/01/2022 20,05/01/2022 21,60,ug/m3
8000007,7,05/01/2022 21,05/01/2022 22,68,ug/m3
8000007,7,05/01/2022 22,05/01/2022 23,69,ug/m3
8000007,7,05/01/2022 23,06/01/2022 00,83,ug/m3
8000007,7,06/01/2022 00,06/01/2022 01,85,ug/m3
8000007,7,06/01/2022 01,06/01/2022 02,86,ug/m3
8000007,7,06/01/2022 02,06/01/2022 03,82,ug/m3
8000007,7,06/01/2022 03,06/01/2022 04,79,ug/m3
8000007,7,06/01/2022 04,06/01/2022 05,76,ug/m3
8000007,7,06/01/2022 05,06/01/2022 06,74,ug/m3
8000007,7,06/01/2022 06,06/01/2022 07,74,ug/m3
8000007,7,06/01/2022 07,06/01/2022 08,69,ug/m3
8000007,7,06/01/2022 08,06/01/2022 09,59,ug/m3
8000007,7,06/01/2022 09,06/01/2022 10,61,ug/m3
8000007,7,06/01/2022 10,06/01/2022 11,58,ug/m3
8000007,7,06/01/2022 11,06/01/2022 12,58,ug/m3
8000007,7,06/01/2022 12,06/01/2022 13,63,ug/m3
8000007,7,06/01/2022 13,06/01/2022 14,66,ug/m3
8000007,7,06/01/2022 14,06/01/2022 15,65,ug/m3
8000007,7,06/01/2022 15,06/01/2022 16,61,ug/m3
8000007,7,06/01/2022 16,06/01/2022 17,55,ug/m3
8000007,7,06/01/2022 17,06/01/2022 18,47,ug/m3
8000007,7,06/01/2022 18,06/01/2022 19,43,ug/m3
8000007,7,06/01/2022 19,06/01/2022 20,41,ug/m3
8000007,7,06/01/2022 20,06/01/2022 21,40,ug/m3
8000007,7,06/01/2022 21,06/01/2022 22,36,ug/m3
8000007,7,06/01/2022 22,06/01/2022 23,38,ug/m3
8000007,7,06/01/2022 23,07/01/2022 00,42,ug/m3
8000007,7,07/01/2022 00,07/01/2022 01,40,ug/m3
8000007,7,07/01/2022 01,07/01/2022 02,38,ug/m3
