COD_STAZ,ID_PARAM,DATA_INIZIO,DATA_FINE,VALORE,UM
7000041,5,21/12/2010 00,22/12/2010 00,68,ug/m3
7000041,5,22/12/2010 00,23/12/2010 00,40,ug/m3
7000041,5,23/12/2010 00,24/12/2010 00,18,ug/m3
7000041,5,24/12/2010 00,25/12/2010 00,15,ug/m3
7000041,5,25/12/2010 00,26/12/2010 00,11,ug/m3
7000041,5,26/12/2010 00,27/12/2010 00,11,ug/m3
7000041,5,27/12/2010 00,28/12/2010 00,28,ug/m3
7000041,5,28/12/2010 00,29/12/2010 00,32,ug/m3
7000041,5,29/12/2010 00,30/12/2010 00,50,ug/m3
7000041,5,30/12/2010 00,31/12/2010 00,59,ug/m3
7000041,5,31/12/2010 00,01/01/2011 00,82,ug/m3
