COD_STAZ,ID_PARAM,DATA_INIZIO,DATA_FINE,VALORE,UM
3000006,38,01/01/2012 00,01/01/2012 01,85.8,ug/m3
3000006,38,01/01/2012 01,01/01/2012 02,119.9,ug/m3
3000006,38,01/01/2012 02,01/01/2012 03,162.2,ug/m3
3000006,38,01/01/2012 03,01/01/2012 04,97.2,ug/m3
3000006,38,01/01/2012 04,01/01/2012 05,57.6,ug/m3
3000006,38,01/01/2012 05,01/01/2012 06,63.3,ug/m3
3000006,38,01/01/2012 06,01/01/2012 07,106,ug/m3
3000006,38,01/01/2012 07,01/01/2012 08,86.9,ug/m3
3000006,38,01/01/2012 08,01/01/2012 09,75.7,ug/m3
3000006,38,01/01/2012 09,01/01/2012 10,78,ug/m3
3000006,38,01/01/2012 10,01/01/2012 11,28.3,ug/m3
3000006,38,01/01/2012 11,01/01/2012 12,21.7,ug/m3
3000006,38,01/01/2012 12,01/01/2012 13,25.4,ug/m3
3000006,38,01/01/2012 13,01/01/2012 14,23.2,ug/m3
3000006,38,01/01/2012 14,01/01/2012 15,17.7,ug/m3
3000006,38,01/01/2012 15,01/01/2012 16,21.8,ug/m3
3000006,38,01/01/2012 16,01/01/2012 17,56.3,ug/m3
3000006,38,01/01/2012 17,01/01/2012 18,117,ug/m3
3000006,38,01/01/2012 18,01/01/2012 19,340.7,ug/m3
3000006,38,01/01/2012 19,01/01/2012 20,348.7,ug/m3
3000006,38,01/01/2012 20,01/01/2012 21,108.2,ug/m3
3000006,38,01/01/2012 21,01/01/2012 22,184.6,ug/m3
3000006,38,01/01/2012 22,01/01/2012 23,200.2,ug/m3
3000006,38,01/01/2012 23,02/01/2012 00,175.5,ug/m3
3000006,38,02/01/2012 00,02/01/2012 01,136,ug/m3
3000006,38,02/01/2012 01,02/01/2012 02,50.3,ug/m3
3000006,38,02/01/2012 02,02/01/2012 03,42.5,ug/m3
3000006,38,02/01/2012 03,02/01/2012 04,29.7,ug/m3
3000006,38,02/01/2012 04,02/01/2012 05,8.3,ug/m3
3000006,38,02/01/2012 05,02/01/2012 06,19.9,ug/m3
3000006,38,02/01/2012 06,02/01/2012 07,45.1,ug/m3
3000006,38,02/01/2012 07,02/01/2012 08,63.2,ug/m3
3000006,38,02/01/2012 08,02/01/2012 09,97.2,ug/m3
3000006,38,02/01/2012 09,02/01/2012 10,127.8,ug/m3
3000006,38,02/01/2012 10,02/01/2012 11,130.7,ug/m3
3000006,38,02/01/2012 11,02/01/2012 12,120.7,ug/m3
3000006,38,02/01/2012 12,02/01/2012 13,72.9,ug/m3
3000006,38,02/01/2012 13,02/01/2012 14,33.1,ug/m3
3000006,38,02/01/2012 14,02/01/2012 15,36.6,ug/m3
3000006,38,02/01/2012 15,02/01/2012 16,37.1,ug/m3
3000006,38,02/01/2012 16,02/01/2012 17,25.7,ug/m3
3000006,38,02/01/2012 17,02/01/2012 18,39.3,ug/m3
3000006,38,02/01/2012 18,02/01/2012 19,49.5,ug/m3
3000006,38,02/01/2012 19,02/01/2012 20,56.8,ug/m3
3000006,38,02/01/2012 20,02/01/2012 21,88.1,ug/m3
3000006,38,02/01/2012 21,02/01/2012 22,35.9,ug/m3
3000006,38,02/01/2012 22,02/01/2012 23,33.5,ug/m3
3000006,38,02/01/2012 23,03/01/2012 00,14.8,ug/m3
3000006,38,03/01/2012 00,03/01/2012 01,19.2,ug/m3
3000006,38,03/01/2012 01,03/01/2012 02,21.1,ug/m3
3000006,38,03/01/2012 02,03/01/2012 03,19,ug/m3
3000006,38,03/01/2012 03,03/01/2012 04,19.5,ug/m3
3000006,38,03/01/2012 04,03/01/2012 05,22.2,ug/m3
3000006,38,03/01/2012 05,03/01/2012 06,32.3,ug/m3
3000006,38,03/01/2012 06,03/01/2012 07,68.9,ug/m3
3000006,38,03/01/2012 07,03/01/2012 08,75.2,ug/m3
3000006,38,03/01/2012 08,03/01/2012 09,113.1,ug/m3
3000006,38,03/01/2012 09,03/01/2012 10,102,ug/m3
3000006,38,03/01/2012 10,03/01/2012 11,79.2,ug/m3
3000006,38,03/01/2012 11,03/01/2012 12,76.3,ug/m3
3000006,38,03/01/2012 12,03/01/2012 13,81.9,ug/m3
3000006,38,03/01/2012 13,03/01/2012 14,73.8,ug/m3
3000006,38,03/01/2012 14,03/01/2012 15,62,ug/m3
3000006,38,03/01/2012 15,03/01/2012 16,83,ug/m3
3000006,38,03/01/2012 16,03/01/2012 17,99.2,ug/m3
3000006,38,03/01/2012 17,03/01/2012 18,104.4,ug/m3
3000006,38,03/01/2012 18,03/01/2012 19,100.4,ug/m3
3000006,38,03/01/2012 19,03/01/2012 20,100.7,ug/m3
3000006,38,03/01/2012 20,03/01/2012 21,94,ug/m3
3000006,38,03/01/2012 21,03/01/2012 22,86.5,ug/m3
3000006,38,03/01/2012 22,03/01/2012 23,82.1,ug/m3
3000006,38,03/01/2012 23,04/01/2012 00,70.7,ug/m3
3000006,38,04/01/2012 00,04/01/2012 01,54.7,ug/m3
3000006,38,04/01/2012 01,04/01/2012 02,45.1,ug/m3
3000006,38,04/01/2012 02,04/01/2012 03,48.5,ug/m3
3000006,38,04/01/2012 03,04/01/2012 04,57.1,ug/m3
3000006,38,04/01/2012 04,04/01/2012 05,75.1,ug/m3
3000006,38,04/01/2012 05,04/01/2012 06,80.1,ug/m3
3000006,38,04/01/2012 06,04/01/2012 07,85.5,ug/m3
3000006,38,04/01/2012 07,04/01/2012 08,119.7,ug/m3
3000006,38,04/01/2012 08,04/01/2012 09,134,ug/m3
3000006,38,04/01/2012 09,04/01/2012 10,154.5,ug/m3
3000006,38,04/01/2012 10,04/01/2012 11,133.5,ug/m3
3000006,38,04/01/2012 11,04/01/2012 12,105.7,ug/m3
3000006,38,04/01/2012 12,04/01/2012 13,96.8,ug/m3
3000006,38,04/01/2012 13,04/01/2012 14,80.1,ug/m3
3000006,38,04/01/2012 14,04/01/2012 15,95.8,ug/m3
3000006,38,04/01/2012 15,04/01/2012 16,111,ug/m3
3000006,38,04/01/2012 16,04/01/2012 17,101.8,ug/m3
3000006,38,04/01/2012 17,04/01/2012 18,129.2,ug/m3
3000006,38,04/01/2012 18,04/01/2012 19,126.8,ug/m3
3000006,38,04/01/2012 19,04/01/2012 20,178.4,ug/m3
3000006,38,04/01/2012 20,04/01/2012 21,266.8,ug/m3
3000006,38,04/01/2012 21,04/01/2012 22,255.1,ug/m3
3000006,38,04/01/2012 22,04/01/2012 23,152.8,ug/m3
3000006,38,04/01/2012 23,05/01/2012 00,156.7,ug/m3
3000006,38,05/01/2012 00,05/01/2012 01,155.8,ug/m3
3000006,38,05/01/2012 01,05/01/2012 02,144.2,ug/m3
3000006,38,05/01/2012 02,05/01/2012 03,85.8,ug/m3
3000006,38,05/01/2012 03,05/01/2012 04,31.7,ug/m3
3000006,38,05/01/2012 04,05/01/2012 05,32.1,ug/m3
3000006,38,05/01/2012 05,05/01/2012 06,34.4,ug/m3
3000006,38,05/01/2012 06,05/01/2012 07,66.1,ug/m3
3000006,38,05/01/2012 07,05/01/2012 08,213.3,ug/m3
3000006,38,05/01/2012 08,05/01/2012 09,213.7,ug/m3
3000006,38,05/01/2012 09,05/01/2012 10,140,ug/m3
3000006,38,05/01/2012 10,05/01/2012 11,127.3,ug/m3
3000006,38,05/01/2012 11,05/01/2012 12,119.8,ug/m3
3000006,38,05/01/2012 12,05/01/2012 13,150.6,ug/m3
3000006,38,05/01/2012 13,05/01/2012 14,116.2,ug/m3
3000006,38,05/01/2012 14,05/01/2012 15,57.8,ug/m3
