COD_STAZ,ID_PARAM,DATA_INIZIO,DATA_FINE,VALORE,UM
3000006,38,01/01/2013 00,01/01/2013 01,38.9,ug/m3
3000006,38,01/01/2013 01,01/01/2013 02,74.6,ug/m3
3000006,38,01/01/2013 02,01/01/2013 03,95.9,ug/m3
3000006,38,01/01/2013 03,01/01/2013 04,90.2,ug/m3
3000006,38,01/01/2013 04,01/01/2013 05,64.1,ug/m3
3000006,38,01/01/2013 05,01/01/2013 06,48.6,ug/m3
3000006,38,01/01/2013 06,01/01/2013 07,49.2,ug/m3
3000006,38,01/01/2013 07,01/01/2013 08,53.8,ug/m3
3000006,38,01/01/2013 08,01/01/2013 09,61.2,ug/m3
3000006,38,01/01/2013 09,01/01/2013 10,72.5,ug/m3
3000006,38,01/01/2013 10,01/01/2013 11,27.9,ug/m3
3000006,38,01/01/2013 11,01/01/2013 12,13.6,ug/m3
3000006,38,01/01/2013 12,01/01/2013 13,16.1,ug/m3
3000006,38,01/01/2013 13,01/01/2013 14,13.5,ug/m3
3000006,38,01/01/2013 14,01/01/2013 15,8.7,ug/m3
3000006,38,01/01/2013 15,01/01/2013 16,27.3,ug/m3
3000006,38,01/01/2013 16,01/01/2013 17,35.2,ug/m3
3000006,38,01/01/2013 17,01/01/2013 18,144.9,ug/m3
3000006,38,01/01/2013 18,01/01/2013 19,167.7,ug/m3
3000006,38,01/01/2013 19,01/01/2013 20,53.7,ug/m3
3000006,38,01/01/2013 20,01/01/2013 21,22.7,ug/m3
3000006,38,01/01/2013 21,01/01/2013 22,22.3,ug/m3
3000006,38,01/01/2013 22,01/01/2013 23,19.4,ug/m3
3000006,38,01/01/2013 23,02/01/2013 00,21,ug/m3
3000006,38,02/01/2013 00,02/01/2013 01,18.8,ug/m3
3000006,38,02/01/2013 01,02/01/2013 02,23.1,ug/m3
3000006,38,02/01/2013 02,02/01/2013 03,21.7,ug/m3
3000006,38,02/01/2013 03,02/01/2013 04,12.4,ug/m3
3000006,38,02/01/2013 04,02/01/2013 05,6.2,ug/m3
3000006,38,02/01/2013 05,02/01/2013 06,7.6,ug/m3
3000006,38,02/01/2013 06,02/01/2013 07,10,ug/m3
3000006,38,02/01/2013 07,02/01/2013 08,22.7,ug/m3
3000006,38,02/01/2013 08,02/01/2013 09,38.5,ug/m3
3000006,38,02/01/2013 09,02/01/2013 10,47.5,ug/m3
3000006,38,02/01/2013 10,02/01/2013 11,42.9,ug/m3
3000006,38,02/01/2013 11,02/01/2013 12,37.6,ug/m3
3000006,38,02/01/2013 12,02/01/2013 13,34.8,ug/m3
3000006,38,02/01/2013 13,02/01/2013 14,32.3,ug/m3
3000006,38,02/01/2013 14,02/01/2013 15,23.6,ug/m3
3000006,38,02/01/2013 15,02/01/2013 16,29.2,ug/m3
3000006,38,02/01/2013 16,02/01/2013 17,44.9,ug/m3
3000006,38,02/01/2013 17,02/01/2013 18,60.8,ug/m3
3000006,38,02/01/2013 18,02/01/2013 19,58.2,ug/m3
3000006,38,02/01/2013 19,02/01/2013 20,55.5,ug/m3
3000006,38,02/01/2013 20,02/01/2013 21,38,ug/m3
3000006,38,02/01/2013 21,02/01/2013 22,20.5,ug/m3
3000006,38,02/01/2013 22,02/01/2013 23,12.7,ug/m3
3000006,38,02/01/2013 23,03/01/2013 00,11.3,ug/m3
3000006,38,03/01/2013 00,03/01/2013 01,6.9,ug/m3
3000006,38,03/01/2013 01,03/01/2013 02,4.6,ug/m3
3000006,38,03/01/2013 02,03/01/2013 03,4.2,ug/m3
3000006,38,03/01/2013 03,03/01/2013 04,3.9,ug/m3
3000006,38,03/01/2013 04,03/01/2013 05,4.5,ug/m3
3000006,38,03/01/2013 05,03/01/2013 06,7,ug/m3
3000006,38,03/01/2013 06,03/01/2013 07,13.4,ug/m3
3000006,38,03/01/2013 07,03/01/2013 08,44.5,ug/m3
3000006,38,03/01/2013 08,03/01/2013 09,131.4,ug/m3
3000006,38,03/01/2013 09,03/01/2013 10,86.1,ug/m3
3000006,38,03/01/2013 10,03/01/2013 11,47.2,ug/m3
3000006,38,03/01/2013 11,03/01/2013 12,48.3,ug/m3
3000006,38,03/01/2013 12,03/01/2013 13,43.9,ug/m3
3000006,38,03/01/2013 13,03/01/2013 14,23.9,ug/m3
3000006,38,03/01/2013 14,03/01/2013 15,26,ug/m3
3000006,38,03/01/2013 15,03/01/2013 16,24.9,ug/m3
3000006,38,03/01/2013 16,03/01/2013 17,37.8,ug/m3
3000006,38,03/01/2013 17,03/01/2013 18,115.6,ug/m3
3000006,38,03/01/2013 18,03/01/2013 19,128.2,ug/m3
3000006,38,03/01/2013 19,03/01/2013 20,98.1,ug/m3
3000006,38,03/01/2013 20,03/01/2013 21,118.2,ug/m3
3000006,38,03/01/2013 21,03/01/2013 22,79.7,ug/m3
3000006,38,03/01/2013 22,03/01/2013 23,84.9,ug/m3
3000006,38,03/01/2013 23,04/01/2013 00,75.7,ug/m3
3000006,38,04/01/2013 00,04/01/2013 01,29.3,ug/m3
3000006,38,04/01/2013 01,04/01/2013 02,15.4,ug/m3
3000006,38,04/01/2013 02,04/01/2013 03,27.5,ug/m3
