COD_STAZ,ID_PARAM,DATA_INIZIO,DATA_FINE,VALORE,UM
5000065,7,09/01/2010 00,09/01/2010 01,3.5,ug/m3
5000065,7,09/01/2010 02,09/01/2010 03,3.88,ug/m3
5000065,7,09/01/2010 03,09/01/2010 04,2.88,ug/m3
5000065,7,09/01/2010 04,09/01/2010 05,3.1,ug/m3
5000065,7,09/01/2010 05,09/01/2010 06,2.86,ug/m3
5000065,7,09/01/2010 06,09/01/2010 07,2.68,ug/m3
5000065,7,09/01/2010 07,09/01/2010 08,6.16,ug/m3
5000065,7,09/01/2010 08,09/01/2010 09,6.9,ug/m3
5000065,7,09/01/2010 09,09/01/2010 10,19.72,ug/m3
5000065,7,09/01/2010 10,09/01/2010 11,11.66,ug/m3
5000065,7,09/01/2010 11,09/01/2010 12,15.76,ug/m3
5000065,7,09/01/2010 12,09/01/2010 13,14.8,ug/m3
5000065,7,09/01/2010 13,09/01/2010 14,8.96,ug/m3
5000065,7,09/01/2010 14,09/01/2010 15,4.46,ug/m3
5000065,7,09/01/2010 15,09/01/2010 16,3.86,ug/m3
5000065,7,09/01/2010 16,09/01/2010 17,1.9,ug/m3
5000065,7,09/01/2010 17,09/01/2010 18,1.6,ug/m3
5000065,7,09/01/2010 18,09/01/2010 19,.42,ug/m3
5000065,7,09/01/2010 19,09/01/2010 20,.34,ug/m3
5000065,7,09/01/2010 20,09/01/2010 21,.26,ug/m3
5000065,7,09/01/2010 21,09/01/2010 22,.2,ug/m3
5000065,7,09/01/2010 22,09/01/2010 23,.5,ug/m3
5000065,7,09/01/2010 23,10/01/2010 00,1.36,ug/m3
5000065,7,10/01/2010 00,10/01/2010 01,1.24,ug/m3
5000065,7,10/01/2010 02,10/01/2010 03,2.46,ug/m3
5000065,7,10/01/2010 03,10/01/2010 04,2.2,ug/m3
5000065,7,10/01/2010 04,10/01/2010 05,1.48,ug/m3
5000065,7,10/01/2010 05,10/01/2010 06,1.24,ug/m3
5000065,7,10/01/2010 06,10/01/2010 07,1.14,ug/m3
5000065,7,10/01/2010 07,10/01/2010 08,1.36,ug/m3
5000065,7,10/01/2010 08,10/01/2010 09,3.6,ug/m3
5000065,7,10/01/2010 09,10/01/2010 10,5.58,ug/m3
5000065,7,10/01/2010 10,10/01/2010 11,11.06,ug/m3
5000065,7,10/01/2010 11,10/01/2010 12,17.32,ug/m3
5000065,7,10/01/2010 12,10/01/2010 13,23.5,ug/m3
5000065,7,10/01/2010 13,10/01/2010 14,27.74,ug/m3
5000065,7,10/01/2010 14,10/01/2010 15,29.76,ug/m3
5000065,7,10/01/2010 15,10/01/2010 16,27.86,ug/m3
5000065,7,10/01/2010 16,10/01/2010 17,21.88,ug/m3
5000065,7,10/01/2010 17,10/01/2010 18,12.74,ug/m3
5000065,7,10/01/2010 18,10/01/2010 19,4.96,ug/m3
5000065,7,10/01/2010 19,10/01/2010 20,5.18,ug/m3
5000065,7,10/01/2010 20,10/01/2010 21,4.7,ug/m3
5000065,7,10/01/2010 21,10/01/2010 22,5.96,ug/m3
