COD_STAZ,ID_PARAM,DATA_INIZIO,DATA_FINE,VALORE,UM
9000068,9,01/01/2023 00,01/01/2023 01,19,ug/m3
9000068,9,01/01/2023 01,01/01/2023 02,19,ug/m3
9000068,9,01/01/2023 02,01/01/2023 03,42,ug/m3
9000068,9,01/01/2023 03,01/01/2023 04,43,ug/m3
9000068,9,01/01/2023 04,01/01/2023 05,43,ug/m3
9000068,9,01/01/2023 05,01/01/2023 06,40,ug/m3
9000068,9,01/01/2023 06,01/01/2023 07,40,ug/m3
9000068,9,01/01/2023 07,01/01/2023 08,31,ug/m3
9000068,9,01/01/2023 08,01/01/2023 09,25,ug/m3
9000068,9,01/01/2023 09,01/01/2023 10,30,ug/m3
9000068,9,01/01/2023 10,01/01/2023 11,30,ug/m3
9000068,9,01/01/2023 11,01/01/2023 12,30,ug/m3
9000068,9,01/01/2023 12,01/01/2023 13,26,ug/m3
9000068,9,01/01/2023 13,01/01/2023 14,22,ug/m3
9000068,9,01/01/2023 14,01/01/2023 15,17,ug/m3
9000068,9,01/01/2023 15,01/01/2023 16,14,ug/m3
9000068,9,01/01/2023 16,01/01/2023 17,17,ug/m3
9000068,9,01/01/2023 17,01/01/2023 18,15,ug/m3
9000068,9,01/01/2023 18,01/01/2023 19,13,ug/m3
9000068,9,01/01/2023 19,01/01/2023 20,19,ug/m3
9000068,9,01/01/2023 20,01/01/2023 21,24,ug/m3
9000068,9,01/01/2023 21,01/01/2023 22,21,ug/m3
9000068,9,01/01/2023 22,01/01/2023 23,20,ug/m3
9000068,9,01/01/2023 23,02/01/2023 00,15,ug/m3
9000068,9,02/01/2023 00,02/01/2023 01,13,ug/m3
9000068,9,02/01/2023 01,02/01/2023 02,12,ug/m3
9000068,9,02/01/2023 02,02/01/2023 03,9,ug/m3
9000068,9,02/01/2023 03,02/01/2023 04,14,ug/m3
9000068,9,02/01/2023 04,02/01/2023 05,19,ug/m3
9000068,9,02/01/2023 05,02/01/2023 06,20,ug/m3
9000068,9,02/01/2023 06,02/01/2023 07,9,ug/m3
9000068,9,02/01/2023 07,02/01/2023 08,7,ug/m3
9000068,9,02/01/2023 08,02/01/2023 09,11,ug/m3
