COD_STAZ,ID_PARAM,DATA_INIZIO,DATA_FINE,VALORE,UM
4000110,9,01/01/2012 00,01/01/2012 01,55,ug/m3
4000110,9,01/01/2012 01,01/01/2012 02,82,ug/m3
4000110,9,01/01/2012 02,01/01/2012 03,74,ug/m3
4000110,9,01/01/2012 03,01/01/2012 04,42,ug/m3
4000110,9,01/01/2012 04,01/01/2012 05,46,ug/m3
4000110,9,01/01/2012 05,01/01/2012 06,53,ug/m3
4000110,9,01/01/2012 06,01/01/2012 07,61,ug/m3
4000110,9,01/01/2012 07,01/01/2012 08,44,ug/m3
4000110,9,01/01/2012 08,01/01/2012 09,59,ug/m3
4000110,9,01/01/2012 09,01/01/2012 10,80,ug/m3
4000110,9,01/01/2012 10,01/01/2012 11,78,ug/m3
4000110,9,01/01/2012 11,01/01/2012 12,93,ug/m3
4000110,9,01/01/2012 12,01/01/2012 13,72,ug/m3
4000110,9,01/01/2012 13,01/01/2012 14,72,ug/m3
4000110,9,01/01/2012 14,01/01/2012 15,76,ug/m3
4000110,9,01/01/2012 15,01/01/2012 16,139,ug/m3
4000110,9,01/01/2012 16,01/01/2012 17,160,ug/m3
4000110,9,01/01/2012 17,01/01/2012 18,122,ug/m3
4000110,9,01/01/2012 18,01/01/2012 19,105,ug/m3
4000110,9,01/01/2012 19,01/01/2012 20,90,ug/m3
4000110,9,01/01/2012 20,01/01/2012 21,67,ug/m3
4000110,9,01/01/2012 21,01/01/2012 22,74,ug/m3
4000110,9,01/01/2012 22,01/01/2012 23,76,ug/m3
4000110,9,01/01/2012 23,02/01/2012 00,53,ug/m3
4000110,9,02/01/2012 00,02/01/2012 01,53,ug/m3
4000110,9,02/01/2012 01,02/01/2012 02,50,ug/m3
4000110,9,02/01/2012 02,02/01/2012 03,44,ug/m3
4000110,9,02/01/2012 03,02/01/2012 04,38,ug/m3
4000110,9,02/01/2012 04,02/01/2012 05,50,ug/m3
4000110,9,02/01/2012 05,02/01/2012 06,57,ug/m3
4000110,9,02/01/2012 06,02/01/2012 07,80,ug/m3
4000110,9,02/01/2012 07,02/01/2012 08,265,ug/m3
4000110,9,02/01/2012 08,02/01/2012 09,307,ug/m3
4000110,9,02/01/2012 09,02/01/2012 10,297,ug/m3
4000110,9,02/01/2012 10,02/01/2012 11,320,ug/m3
4000110,9,02/01/2012 11,02/01/2012 12,313,ug/m3
4000110,9,02/01/2012 12,02/01/2012 13,330,ug/m3
4000110,9,02/01/2012 13,02/01/2012 14,326,ug/m3
4000110,9,02/01/2012 14,02/01/2012 15,269,ug/m3
4000110,9,02/01/2012 15,02/01/2012 16,257,ug/m3
4000110,9,02/01/2012 16,02/01/2012 17,238,ug/m3
4000110,9,02/01/2012 17,02/01/2012 18,311,ug/m3
4000110,9,02/01/2012 18,02/01/2012 19,351,ug/m3
4000110,9,02/01/2012 19,02/01/2012 20,337,ug/m3
4000110,9,02/01/2012 20,02/01/2012 21,294,ug/m3
4000110,9,02/01/2012 21,02/01/2012 22,181,ug/m3
4000110,9,02/01/2012 22,02/01/2012 23,95,ug/m3
4000110,9,02/01/2012 23,03/01/2012 00,84,ug/m3
4000110,9,03/01/2012 00,03/01/2012 01,74,ug/m3
4000110,9,03/01/2012 01,03/01/2012 02,74,ug/m3
4000110,9,03/01/2012 02,03/01/2012 03,61,ug/m3
4000110,9,03/01/2012 03,03/01/2012 04,57,ug/m3
4000110,9,03/01/2012 04,03/01/2012 05,57,ug/m3
4000110,9,03/01/2012 05,03/01/2012 06,55,ug/m3
4000110,9,03/01/2012 06,03/01/2012 07,53,ug/m3
4000110,9,03/01/2012 07,03/01/2012 08,172,ug/m3
4000110,9,03/01/2012 08,03/01/2012 09,261,ug/m3
4000110,9,03/01/2012 09,03/01/2012 10,280,ug/m3
4000110,9,03/01/2012 10,03/01/2012 11,183,ug/m3
4000110,9,03/01/2012 11,03/01/2012 12,141,ug/m3
4000110,9,03/01/2012 12,03/01/2012 13,122,ug/m3
4000110,9,03/01/2012 13,03/01/2012 14,114,ug/m3
4000110,9,03/01/2012 14,03/01/2012 15,44,ug/m3
4000110,9,03/01/2012 15,03/01/2012 16,349,ug/m3
4000110,9,03/01/2012 16,03/01/2012 17,334,ug/m3
4000110,9,03/01/2012 17,03/01/2012 18,425,ug/m3
4000110,9,03/01/2012 18,03/01/2012 19,604,ug/m3
4000110,9,03/01/2012 19,03/01/2012 20,515,ug/m3
4000110,9,03/01/2012 20,03/01/2012 21,398,ug/m3
4000110,9,03/01/2012 21,03/01/2012 22,286,ug/m3
4000110,9,03/01/2012 22,03/01/2012 23,252,ug/m3
4000110,9,03/01/2012 23,04/01/2012 00,221,ug/m3
4000110,9,04/01/2012 00,04/01/2012 01,200,ug/m3
4000110,9,04/01/2012 01,04/01/2012 02,181,ug/m3
4000110,9,04/01/2012 02,04/01/2012 03,151,ug/m3
4000110,9,04/01/2012 03,04/01/2012 04,139,ug/m3
4000110,9,04/01/2012 04,04/01/2012 05,86,ug/m3
4000110,9,04/01/2012 05,04/01/2012 06,44,ug/m3
4000110,9,04/01/2012 06,04/01/2012 07,80,ug/m3
4000110,9,04/01/2012 07,04/01/2012 08,126,ug/m3
4000110,9,04/01/2012 08,04/01/2012 09,257,ug/m3
4000110,9,04/01/2012 09,04/01/2012 10,484,ug/m3
4000110,9,04/01/2012 10,04/01/2012 11,482,ug/m3
4000110,9,04/01/2012 11,04/01/2012 12,355,ug/m3
4000110,9,04/01/2012 12,04/01/2012 13,412,ug/m3
4000110,9,04/01/2012 13,04/01/2012 14,465,ug/m3
4000110,9,04/01/2012 14,04/01/2012 15,389,ug/m3
4000110,9,04/01/2012 15,04/01/2012 16,389,ug/m3
